id,payment_status,created_at,score,icc,status,age,gender,income,housing_type,economic_dependents,occupancy_type,level_of_studies,tenure,state,reasson,rate,term,total_debt,amount_to_be_lend,marital_status,1_day_>_delinquencies_in_the_last_6_months,30_days_>_delinquencies_in_the_last_12_months,Account_has_an_important_observation_code,Check_if_the_user_has_other_loan_requests_in_ANALYSIS,Check_if_the_user_has_past_approved_loan_request,Check_if_the_user_has_past_rejected_loan_request,Counting_all_loans,Counting_installment_loans_type_I__M__O__X,Counting_revolvent_loans_type_R,DebtWithoutRE&12mAU___AnualIncome,DebtWithoutRE_AnualIncome_Ratio,Debt_To_Income_ratio_(Digitt_12_months),Debt_To_Income_ratio_(Digitt_15_months),Debt_To_Income_ratio_(Digitt_9_months),Digitt_payment_12_months_VS_average_last_payments,Digitt_payment_15_months_VS_average_last_payments,Digitt_payment_9_months_VS_average_last_payments,Employer_matches_to_Buro_employer,Evaluating_how_long_the_user_has_been_in_buro,Get_accounts_opened_recently.,Inquiries_in_the_last_6_months,Loan_request_Address_matches_to_Buros_Address,Percentage_of_revolving_credit_solved_by_digitt_credit._digitt_credit_all_revolving_credit,Personal_info_matches_to_Buros_personal_info,Revolving_LoC_Usage_ratio,bank_0,name_0,match_balance_address_0,loan_amount_0,rate_0,bank_1,name_1,match_balance_address_1,loan_amount_1,rate_1,bank_2,name_2,match_balance_address_2,loan_amount_2,rate_2,bank_3,name_3,match_balance_address_3,loan_amount_3,rate_3,bank_4,name_4,match_balance_address_4,loan_amount_4,rate_4
6767,Too early to know,2019-07-05 22:12:29.421053+00,682,7,APPROVED,33,F,12000,RENTADO,2,Empleado,Posgrado,8,Baja California Sur,,27,15,9311,9311,CASADO,0,0,,,,,8,2,6,1.1546,1.1546,0.6511,0.6381,0.6728,1.3172,1.0928,1.6926,0.285714,119.724,0,2,0.688172,0.1281,1,0.8267,Santander,Light,0,9311,49.44,,,,,,,,,,,,,,,,,,,,
6757,,2019-07-05 18:35:59.601381+00,637,2,REJECTED,34,M,24000,RENTADO,1,Empleado,Licenciatura,4,Puebla,MANY_OPEN_ACCOUNTS | MONTHLY_DEBT_PAYMENT | HIGH_CREDIT_LINE_USAGE,34,15,65000,25263.26,CASADO,18,12,PC,,,,17,13,4,1.65,1.7338,3.6999,3.6823,3.7293,0.0679,0.0569,0.0865,0.461538,183.419,0,4,0.764706,0.1107,1,1.0232,BBVA Bancomer,Platinum,0,25263.26,45.84,,,,,,,,,,,,,,,,,,,,
6756,,2019-07-05 18:31:48.838236+00,675,4,REJECTED,24,M,14000,PROPIO,0,Empleado,Preparatoria,2,México,MONTHLY_DEBT_PAYMENT,28,15,108873,108874.42,SOLTERO,0,0,,,,,5,0,5,0.8769,0.8769,1.035,0.9051,1.2526,0.8817,0.7324,1.1315,0.0909091,58.7855,1,6,0.742857,0.739,1,0.858,BBVA Bancomer,Oro,0,73655.88,90.24,American Express,The Platinum Card,1,35218.54,48.65,,,,,,,,,,,,,,,
6752,,2019-07-05 17:28:35.390603+00,701,7,REJECTED,33,M,12000,PROPIO,0,Empleado,Licenciatura,7,Chihuahua,MONTHLY_DEBT_PAYMENT | LOAN_LARGER_60K,25,12,60000,,SOLTERO,0,0,,,,,4,3,1,1.5366,1.5366,0.9867,0.9867,0.9867,0,0,0,0,153.951,1,11,0.258824,0,1,0.6366,BBVA Bancomer,Oro,0,0,90.24,,,,,,,,,,,,,,,,,,,,
6749,,2019-07-05 17:12:14.055671+00,646,6,REJECTED,29,M,13500,PROPIO,0,Empleado,Posgrado,1,San Luis Potosí,MONTHLY_DEBT_PAYMENT,32,12,66000,36965,SOLTERO,1,0,,,,,5,0,4,0.6552,0.6552,0.7892,0.7435,0.8658,0.8237,0.6877,1.0518,0.105263,81.3169,0,3,0.578947,0.3482,1,0.8416,Invex,Volaris Invex 0,1,36965,81,,,,,,,,,,,,,,,,,,,,
6742,,2019-07-05 14:15:02.138034+00,629,4,REJECTED,55,F,8468,PROPIO,0,Empleado,Preparatoria,2,Quintana Roo,MONTHLY_DEBT_PAYMENT,35,12,15200,15104.19,SOLTERO,3,0,CD|PC,,,,10,5,5,0.8268,0.8268,0.7292,0.6995,0.7791,2.3285,1.9508,2.9621,0.690476,175.346,1,8,0.341085,0.3093,1,1.0028,Inbursa,Sam's Club,1,15104.19,50,,,,,,,,,,,,,,,,,,,,
6721,Too early to know,2019-07-05 02:24:23.451444+00,649,6,APPROVED,25,M,30000,FAMILIA,0,Negocio propio,Licenciatura,3,Querétaro,,32,12,80000,60000,SOLTERO,3,0,,,,,10,6,4,0.3286,0.3286,0.3921,0.3588,0.4481,0.3681,0.3073,0.47,0.12766,95.4631,0,3,0.551724,0.6606,1,0.961,HSBC,Easy Points,1,35962.67,50.93,HSBC,Oro,1,24037.33,63.36,,,,,,,,,,,,,,,
6700,,2019-07-04 20:53:38.833108+00,677,4,REJECTED,34,M,15000,FAMILIA,2,Empleado,Licenciatura,7,Morelos,MONTHLY_DEBT_PAYMENT | OTHER,28,15,27500,27592.35,CASADO,0,0,,,,,8,6,2,0.4155,0.4155,1.346,1.3153,1.3975,1.0848,0.9011,1.3922,1,164.155,16,23,0.595745,1,1,0.6431,BBVA Bancomer,Azul,0,27592.35,102.96,,,,,,,,,,,,,,,,,,,,
6689,Too early to know,2019-07-04 17:19:38.167794+00,629,1,APPROVED,30,M,20000,RENTADO,0,Empleado,Licenciatura,5,México,,35,12,6000,5026.42,SOLTERO,0,0,,,1,1,5,3,2,0.3664,0.3664,0.3617,0.3575,0.3687,0.3203,0.2683,0.4074,0.764706,112.65,2,29,0.479167,0.1238,1,0.9858,Inbursa,Bodega Aurrera,1,5026.42,123.84,,,,,,,,,,,,,,,,,,,,
6684,,2019-07-04 16:38:18.216737+00,679,6,REJECTED,34,F,60000,PROPIO,1,Negocio propio,Licenciatura,9,Aguascalientes,MONTHLY_DEBT_PAYMENT,28,12,51514,51514.32,CASADO,0,0,,,,,11,4,7,1.0841,1.0841,1.0074,0.993,1.0314,1.2136,1.0081,1.5575,1,106.583,0,7,0.625954,0.1267,1,0.744,Citibanamex,Platinum,-1,51514.32,40.68,,,,,,,,,,,,,,,,,,,,
6667,,2019-07-04 05:12:16.810019+00,643,2,REJECTED,27,M,10000,FAMILIA,0,Empleado,Licenciatura,1,Ciudad de México,MONTHLY_DEBT_PAYMENT | SMALL_PREVIUS_PAYMENTS,33,12,32558,29325.85,CASADO,3,1,PC,,,,8,3,5,0.3544,0.3544,1.1928,1.1439,1.2749,1.3361,1.1167,1.7038,0,67.1336,2,6,0.690909,0.858,0.96,0.7967,American Express,The Gold Elite,0,17557.48,56.42,Citibanamex,B•smart,0,4178.83,56.74,Inbursa,Walmart,0,7589.54,80,,,,,,,,,,
6663,,2019-07-04 04:08:15.40606+00,645,1,REJECTED,26,M,19000,PROPIO,0,Empleado,Licenciatura,1,Ciudad de México,LOAN_LARGER_60K | MONTHLY_DEBT_PAYMENT | MANY_OPEN_ACCOUNTS,33,15,76000,74534,SOLTERO,1,0,,,,,10,3,7,0.7426,0.7426,0.6281,0.5626,0.7378,0.8082,0.6755,1.0307,0.347826,84.8655,0,14,0.595745,0.8144,1,0.8468,Afirme,Oro,1,23900,71.64,HSBC,Clásica,1,27500,67.56,HSBC,Clásica,1,23134,67.56,,,,,,,,,,
6662,Too early to know,2019-07-04 04:05:58.022878+00,671,8,APPROVED,27,M,15550,RENTADO,0,Negocio propio,Licenciatura,2,Jalisco,,29,15,13475,14267.86,SOLTERO,0,0,,1,,1,2,0,2,0.0684,0.0684,0.0959,0.0806,0.1216,1.001,0.8326,1.2831,0.25641,80.9654,0,3,0.861111,1.1176,1,0.5966,Citibanamex,Citi Rewards,-1,14267.86,73.56,,,,,,,,,,,,,,,,,,,,
6657,Too early to know,2019-07-04 02:50:23.621345+00,671,2,APPROVED,23,M,200000,FAMILIA,1,Negocio propio,Licenciatura,1,Sonora,,29,15,38430,38430,SOLTERO,0,0,,,,,5,0,3,0.0235,0.0235,0.0276,0.0244,0.033,0.1075,0.0894,0.1378,0.7,56.1261,2,6,0.515464,0.6805,1,1.0213,Banorte,Oro,1,38430,58.5,,,,,,,,,,,,,,,,,,,,
6653,,2019-07-04 01:25:09.719507+00,671,8,REJECTED,27,M,15000,RENTADO,0,Negocio propio,Licenciatura,2,Jalisco,ABANDONED | OTHER,29,15,13475,14267.86,SOLTERO,0,0,,1,,1,2,0,2,0.0709,0.0709,0.0994,0.0835,0.126,,,,0.25641,80.9617,0,3,0.0898876,1.1176,1,0.5966,Citibanamex,Citi Rewards,0,14267.86,73.56,,,,,,,,,,,,,,,,,,,,
6652,Too early to know,2019-07-04 01:15:45.839078+00,636,5,APPROVED,31,M,29500,PROPIO,1,Empleado,Posgrado,0,Sinaloa,,34,9,13700,13699.26,SOLTERO,1,7,CL,,,,5,1,4,0.303,0.303,0.3655,0.3577,0.3784,1.1062,0.9257,1.4089,0.0606061,126.128,0,3,0.356164,0.1426,1,0.8399,BBVA Bancomer,Azul,-1,13699.26,68.49,,,,,,,,,,,,,,,,,,,,
6639,Too early to know,2019-07-03 21:35:35.430786+00,675,8,APPROVED,32,F,22000,FAMILIA,1,Empleado,Posgrado,4,Jalisco,,28,12,31000,30590,SOLTERO,1,0,,,,,3,0,3,0.1417,0.1417,0.1652,0.142,0.2041,0.2357,0.1958,0.3025,0.6,125.99,0,1,0.396396,0.8179,1,0.748,Banorte,Oro Mujer Banorte,0,30590,53.76,,,,,,,,,,,,,,,,,,,,
6627,Too early to know,2019-07-03 17:27:14.828417+00,660,2,APPROVED,29,M,9002,FAMILIA,0,Empleado,Licenciatura,2,Puebla,,30,15,9205,9204.6,SOLTERO,0,0,LC,,1,1,7,4,3,0.3695,0.3695,2.686,2.6689,2.7146,0.142,0.1182,0.1818,0.881356,127.751,18,21,0.627119,0.6755,1,0.9161,Inbursa,Bodega Aurrera,0,9204.6,123.84,,,,,,,,,,,,,,,,,,,,
6625,Too early to know,2019-07-03 16:03:57.504742+00,694,8,APPROVED,52,M,15000,PROPIO,3,Negocio propio,Licenciatura,2,Chihuahua,,26,12,30000,23403.52,CASADO,1,0,CL|CL,,,,7,5,2,0.6153,0.6153,0.3838,0.3577,0.4274,1.6107,1.3347,2.0725,0.3125,201.782,3,4,0.787879,1.5721,1,0.1913,Santander,Aeromexico,-1,23403.52,63.96,,,,,,,,,,,,,,,,,,,,
6593,,2019-07-02 23:42:10.540713+00,694,5,REJECTED,26,M,19000,FAMILIA,0,Empleado,Licenciatura,3,Jalisco,MONTHLY_DEBT_PAYMENT | MANY_NEW_ACCOUNTS | MANY_OPEN_ACCOUNTS,26,12,65000,55700,SOLTERO,0,0,,,,,14,6,8,0.6053,0.6053,1.2746,1.2256,1.3566,0.0469,0.0389,0.0604,0.592593,68.1593,14,24,0.660714,1.0735,1,0.5688,HSBC,Clásica,1,12500,61.34,Santander,Aeromexico Infinite,0,25000,49.08,Santander,Light,1,10000,49.44,Santander,Free,1,8200,58.5,,,,,
6585,,2019-07-02 22:28:05.763727+00,666,2,REJECTED,37,F,86000,PROPIO,1,Empleado,Licenciatura,1,Jalisco,OTHER,30,12,160000,60000,CASADO,0,0,CL,,,,8,3,5,0.3592,0.6845,0.4372,0.4256,0.4567,0.2542,0.2117,0.3254,1,130.258,2,10,0.837607,0.2585,1,0.7366,BBVA Bancomer,Oro,1,60000,65.62,,,,,,,,,,,,,,,,,,,,
6564,Too early to know,2019-07-02 19:08:25.128616+00,687,7,APPROVED,45,F,20000,FAMILIA,2,Empleado,Licenciatura,2,Sinaloa,,27,15,41228,41228,SOLTERO,1,0,,,,,4,2,2,0.3275,0.3275,0.3602,0.3257,0.4179,1.0044,0.8333,1.2907,0.0689655,138.92,0,6,0.883721,0.5772,1,0.3838,BBVA Bancomer,Azul,1,41228,102.96,,,,,,,,,,,,,,,,,,,,
6562,,2019-07-02 18:57:45.593135+00,625,5,REJECTED,33,M,17200,FAMILIA,0,Empleado,Posgrado,5,Nayarit,MONTHLY_DEBT_PAYMENT,35,15,54802,64226.79,SOLTERO,6,0,CL,,,,9,4,5,1.4916,1.6841,1.7185,1.6562,1.8229,0.5849,0.49,0.744,0.972973,94.0188,1,5,0.683544,0.2784,0.9375,0.9432,Citibanamex,B•smart,1,14982.91,75.72,Citibanamex,Oro,1,19243.88,70.92,Banorte,Oro,1,30000,53.64,,,,,,,,,,
6559,Too early to know,2019-07-02 18:26:37.368376+00,697,4,APPROVED,24,M,30000,FAMILIA,0,Empleado,Licenciatura,2,Ciudad de México,,25,12,39517,38720.74,SOLTERO,0,0,,,,,7,3,4,0.1414,0.1414,0.1731,0.1515,0.2092,1.2009,0.9938,1.5471,0.75,67.6853,6,8,0.576923,1.0849,1,0.9253,Santander,Zero,1,1989.2,31.1,Santander,Uni-Santander K,1,12377.94,33.1,Inbursa,Sam's Club,1,13036.84,80,Santander,Aeromexico,1,11316.76,58.51,,,,,
6553,,2019-07-02 17:04:54.373096+00,715,8,REJECTED,51,M,100000,PROPIO,3,Negocio propio,Licenciatura,10,Jalisco,LOAN_LARGER_60K,23,12,151093,151093.65,CASADO,1,1,AD,1,,,12,6,6,0.6815,0.7921,1.107,1.0818,1.1493,1.1486,0.9482,1.4837,0.0606061,283.517,2,8,0.52,0.2349,1,0.485,Citibanamex,Platinum,1,151093.65,38.17,,,,,,,,,,,,,,,,,,,,
6550,,2019-07-02 16:48:24.761478+00,672,5,APPROVED,24,F,8000,RENTADO,0,Empleado,Licenciatura,0,México,,29,12,16100,16078.09,SOLTERO,0,0,,,,,7,0,7,0.1715,0.1715,0.2602,0.2266,0.3164,,,,0.367347,52.6831,2,6,0.733333,0.9765,1,0.334,BBVA Bancomer,Azul,-1,16078.09,102.96,,,,,,,,,,,,,,,,,,,,
6548,,2019-07-02 16:36:21.403517+00,675,6,REJECTED,50,M,23200,RENTADO,3,Empleado,Licenciatura,9,Jalisco,LOAN_LARGER_60K | MONTHLY_DEBT_PAYMENT,28,15,129140,129141.68,SEPARADO,4,0,CL,,,1,9,4,5,1.2772,1.3776,1.1873,1.0943,1.343,2.0022,1.6632,2.5695,0,268.716,1,2,0.326087,0.5499,0.909091,0.6968,Santander,Aeromexico,-1,129141.68,63.96,,,,,,,,,,,,,,,,,,,,
6546,,2019-07-02 16:29:32.802873+00,635,6,REJECTED,37,F,10000,PROPIO,1,Empleado,Licenciatura,10,Aguascalientes,MONTHLY_DEBT_PAYMENT,34,12,13959,13959.91,SOLTERO,0,0,LC,,,,5,4,1,4.8092,4.8092,1.0399,1.0166,1.079,0.9206,0.7704,1.1726,0.876712,181.015,0,3,0.743802,0.1868,0.941176,0.7475,Banorte,Clásica,0,13959.91,64.5,,,,,,,,,,,,,,,,,,,,
6544,,2019-07-02 16:00:15.579933+00,715,8,REJECTED,51,M,100000,PROPIO,3,Negocio propio,Posgrado,10,Jalisco,LOAN_LARGER_60K | MONTHLY_DEBT_PAYMENT,23,12,151093,,CASADO,1,1,AD,1,,,12,6,6,,,,,,,,,0.0606061,283.515,2,9,0.514851,,1,,Citibanamex,Platinum,0,0,40.68,,,,,,,,,,,,,,,,,,,,
6532,,2019-07-02 14:08:33.03413+00,675,6,REJECTED,53,F,16000,PROPIO,1,Empleado,Licenciatura,10,Sinaloa,MONTHLY_DEBT_PAYMENT,28,12,28355,28355,DIVORCIADO,0,0,,,,,3,3,0,0.1754,0.1754,0.6585,0.6289,0.7081,,,,0.0526316,59.546,2,5,0.54321,0,1,,BBVA Bancomer,Azul,1,28355,102.96,,,,,,,,,,,,,,,,,,,,
6508,,2019-07-02 03:27:50.852694+00,667,7,REJECTED,42,M,50000,FAMILIA,0,Empleado,Posgrado,4,Ciudad de México,MONTHLY_DEBT_PAYMENT | SMALL_PREVIUS_PAYMENTS | MANY_OPEN_ACCOUNTS,29,12,14208,14208.19,CASADO,1,0,,,,,12,5,7,1.2286,1.2286,1.3729,1.3682,1.3809,1.2954,1.0775,1.6604,0.444444,255.765,1,7,0.72,0.0254,1,0.8732,HSBC,Clásica,1,14208.19,67.56,,,,,,,,,,,,,,,,,,,,
6498,,2019-07-02 01:19:39.100646+00,642,2,REJECTED,34,M,20000,FAMILIA,0,Negocio propio,Preparatoria,5,Ciudad de México,SMALL_PREVIUS_PAYMENTS | MONTHLY_DEBT_PAYMENT | DEFAULTED_CREDIT_CARD | HIGH_CREDIT_LINE_USAGE | MANY_NEW_ACCOUNTS | MANY_OPEN_ACCOUNTS,33,12,10021,10021.27,SOLTERO,,0,,,,,20,17,3,0.3631,0.3631,1.6685,1.6601,1.6825,1.5273,1.2765,1.9477,0.928571,174.095,29,23,0.606061,0.4704,1,1.0559,Inbursa,Bodega Aurrera,-1,10021.27,123.84,,,,,,,,,,,,,,,,,,,,
6496,,2019-07-01 23:46:44.470818+00,666,5,REJECTED,30,F,9000,RENTADO,0,Empleado,Licenciatura,2,Quintana Roo,MONTHLY_DEBT_PAYMENT,30,15,10937,11020,UNION_LIBRE,0,0,,,,,12,4,8,1.314,1.314,1.2365,1.2161,1.2708,0.4394,0.3659,0.5624,0.125,126.593,2,6,0.148148,0.1269,1,0.5128,Inbursa,Telcel Inbursa,0,11020,38,,,,,,,,,,,,,,,,,,,,
6482,,2019-07-01 18:56:10.987363+00,668,6,REJECTED,25,M,18000,PROPIO,1,Empleado,Licenciatura,1,Guerrero,OTHER | ABANDONED,29,12,30000,30000,UNION_LIBRE,0,0,,,,,3,1,2,0.2047,0.2047,0.4433,0.4155,0.4899,,,,0.470588,63.051,1,5,0.62963,2.2985,1,0.8107,BBVA Bancomer,Azul,0,30000,102.96,,,,,,,,,,,,,,,,,,,,
6478,,2019-07-01 18:42:47.626503+00,637,3,REJECTED,29,M,17000,FAMILIA,0,Empleado,Licenciatura,5,Yucatán,LOAN_LARGER_60K | MONTHLY_DEBT_PAYMENT | MANY_OPEN_ACCOUNTS | MANY_NEW_ACCOUNTS,34,15,130000,113543.54,SOLTERO,6,0,CL|PC,,,,16,10,6,2.09,2.3021,3.7876,3.6763,3.9744,0.5832,0.488,0.7428,1,49.9857,29,18,0.716418,0.5333,0.935484,0.8769,Invex,Volaris Invex 2.0,1,49476.42,70.32,Banorte,Oro,1,64067.12,53.64,,,,,,,,,,,,,,,
6459,,2019-07-01 16:59:04.474035+00,680,7,REJECTED,25,M,13000,FAMILIA,0,Empleado,Licenciatura,1,Sonora,MONTHLY_DEBT_PAYMENT | LOAN_LARGER_60K | HIGH_CREDIT_LINE_USAGE | DEFAULTED_CREDIT_CARD | SMALL_PREVIUS_PAYMENTS,28,15,87000,87338.41,SOLTERO,0,0,,1,,,3,0,3,0.9612,0.9612,1.1605,1.0482,1.3484,3.0277,2.5151,3.8856,0.157895,82.5833,0,3,0.821053,0.5825,1,1.1317,Citibanamex,Oro,1,87338.41,70.92,,,,,,,,,,,,,,,,,,,,
6453,,2019-07-01 16:36:39.934493+00,680,7,REJECTED,25,M,13000,FAMILIA,0,Empleado,Licenciatura,1,Sonora,MONTHLY_DEBT_PAYMENT | LOAN_LARGER_60K | SMALL_PREVIUS_PAYMENTS | DEFAULTED_CREDIT_CARD | HIGH_CREDIT_LINE_USAGE,28,15,87340,,SOLTERO,0,0,,1,,,3,0,3,,,,,,,,,0.157895,82.5828,0,3,0.821053,,1,,Citibanamex,Oro,0,0,70.92,,,,,,,,,,,,,,,,,,,,
6439,,2019-07-01 15:15:36.844374+00,693,5,APPROVED,36,M,24000,PROPIO,2,Empleado,Posgrado,10,Sinaloa,,26,15,54526,54525,SOLTERO,0,0,,1,,,10,9,1,0.5357,0.5357,0.6268,0.5888,0.6904,0.1413,0.1171,0.1818,0.105263,194.081,1,12,0.679245,1.2346,1,0.8815,BBVA Bancomer,Oro,0,54525,90.24,,,,,,,,,,,,,,,,,,,,
6418,,2019-07-01 00:36:30.031789+00,680,8,REJECTED,32,F,18000,PROPIO,1,Empleado,Licenciatura,1,Jalisco,DEFAULTED_CREDIT_CARD | SMALL_PREVIUS_PAYMENTS | MONTHLY_DEBT_PAYMENT,28,12,50303,50303.09,CASADO,1,1,,,,,3,1,2,0.2735,0.2735,0.6041,0.5574,0.6823,6.7711,5.6248,8.6898,0.666667,109.327,2,2,0.324324,0.8514,1,0.3879,Santander,Aeromexico,-1,50303.09,58.5,,,,,,,,,,,,,,,,,,,,
6416,,2019-07-01 00:29:30.284462+00,639,4,REJECTED,34,M,20000,FAMILIA,0,Negocio propio,Preparatoria,3,Baja California,MONTHLY_DEBT_PAYMENT | SMALL_PREVIUS_PAYMENTS,33,15,49000,50154,SOLTERO,1,0,,,,,8,5,3,0.598,1.0575,0.6183,0.5764,0.6884,1.7274,1.4438,2.2029,0,145.66,0,11,0.701031,0.9102,1,0.84,BBVA Bancomer,Oro,0,35529,90.24,Inbursa,Sam's Club,-1,14625,92.4,,,,,,,,,,,,,,,
6404,,2019-06-30 17:03:01.671971+00,698,6,REJECTED,33,F,22000,FAMILIA,0,Empleado,Posgrado,10,Chihuahua,LOAN_LARGER_60K | MONTHLY_DEBT_PAYMENT | MANY_NEW_ACCOUNTS | MANY_OPEN_ACCOUNTS,25,15,181000,60000,SOLTERO,0,0,,,,1,9,4,5,2.8077,3.054,2.1797,2.134,2.2559,0.5289,0.4377,0.6814,0.206897,129.017,5,18,0.378378,0.1879,1,0.9849,BBVA Bancomer,Platinum,-1,60000,36.5,,,,,,,,,,,,,,,,,,,,
6401,Too early to know,2019-06-30 16:20:23.775611+00,642,4,APPROVED,21,M,15000,FAMILIA,0,Negocio propio,Preparatoria,5,Tabasco,,33,12,21000,21292.86,SOLTERO,,0,,,,,7,4,3,0.3496,0.3496,0.3025,0.2788,0.3422,1.0012,0.8368,1.2769,0,31.4158,4,10,0.5,0.8497,1,0.9246,BBVA Bancomer,Azul,1,21292.86,70.79,,,,,,,,,,,,,,,,,,,,
6400,,2019-06-30 05:57:31.075085+00,667,3,REJECTED,22,F,6000,PROPIO,0,Empleado,Licenciatura,3,Ciudad de México,MONTHLY_DEBT_PAYMENT,29,12,8000,7709,SOLTERO,0,0,,,,,7,2,5,1.1756,1.1756,1.4266,1.4052,1.4626,0.2917,0.2426,0.3738,1,44.668,3,15,0.623377,0.1418,0.882353,0.8151,Citibanamex,Affinity Card,1,7709,56.75,,,,,,,,,,,,,,,,,,,,
6392,,2019-06-30 04:20:23.969709+00,701,4,REJECTED,31,M,15000,PROPIO,0,Empleado,Licenciatura,1,Ciudad de México,MONTHLY_DEBT_PAYMENT,25,12,30000,30000,SOLTERO,0,0,,,,1,6,2,4,0.5982,0.5982,0.6802,0.6468,0.7362,0.5557,0.4598,0.7159,0.227273,78.6991,6,10,0.673913,0.2871,1,0.7787,Santander,Uni-Santander K,1,30000,38.99,,,,,,,,,,,,,,,,,,,,
6385,,2019-06-29 23:04:23.883423+00,640,2,REJECTED,33,M,15000,FAMILIA,2,Empleado,Posgrado,1,Yucatán,MONTHLY_DEBT_PAYMENT | LOAN_LARGER_60K,33,15,150685,68985.33,UNION_LIBRE,0,0,,,,,7,2,5,1.5633,1.5633,1.2726,1.1959,1.4012,,,,0.26087,148.758,4,17,0.578947,0.4794,1,0.7379,Santander,Access American Express,0,0,34.8,Santander,Aeromexico,0,0,63.96,Scotiabank,Travel Oro,-1,25098,58.5,Scotiabank,Básica,-1,43887.33,38.5,Santander,Free,0,0,75.48
6376,Too early to know,2019-06-29 19:08:43.076839+00,703,7,APPROVED,25,M,18000,RENTADO,2,Empleado,Licenciatura,0,Baja California,,24,12,16475,16475.45,UNION_LIBRE,1,0,,,,,8,5,3,0.1829,0.1829,0.1609,0.1456,0.1865,1.2071,0.9977,1.5572,0.117647,47.0196,0,6,0.563107,0.7231,1,0.5155,HSBC,Clásica,-1,16475.45,67.56,,,,,,,,,,,,,,,,,,,,
6374,Too early to know,2019-06-29 17:47:59.406382+00,668,7,APPROVED,25,M,7500,PROPIO,0,Negocio propio,Licenciatura,2,México,,29,12,13050,13052.77,SOLTERO,0,,,,,,4,1,3,0.149,0.149,0.3196,0.2905,0.3683,0.7895,0.6566,1.0119,1,81.5844,0,2,0.487179,1.0604,1,0.873,Santander,Uni-Santander K,1,4855.06,58.51,Citibanamex,B•smart,1,4870.68,55.15,Santander,Aeromexico,1,3327.03,58.51,,,,,,,,,,
6373,,2019-06-29 17:18:08.983704+00,652,6,REJECTED,34,M,30000,PROPIO,0,Empleado,Licenciatura,4,Ciudad de México,LOAN_LARGER_60K | MONTHLY_DEBT_PAYMENT | HIGH_CREDIT_LINE_USAGE,32,15,25000,154081.46,CASADO,1,0,,,,,6,3,3,1.0624,1.0624,1.4497,1.3639,1.5933,0.4885,0.4078,0.6238,0.763636,125.917,1,4,0.621359,0.5928,1,1.1058,Citibanamex,Citi Rewards,1,84100,54.68,Santander,Aeromexico Platinum,0,43981.46,48.5,Citibanamex,Oro,1,26000,52.59,,,,,,,,,,
6369,,2019-06-29 16:14:01.355397+00,687,4,REJECTED,23,M,20000,FAMILIA,0,Empleado,Posgrado,2,Tabasco,LOAN_LARGER_60K | MONTHLY_DEBT_PAYMENT | MANY_OPEN_ACCOUNTS,27,15,75000,68424.5,SOLTERO,0,0,,,,,15,7,8,0.6962,0.6962,0.8902,0.833,0.9859,1.0194,0.8458,1.31,0.939394,55.0823,1,9,0.682927,0.8304,1,0.756,Inbursa,Interjet Clásica,1,10108.05,48,Inbursa,Walmart,0,9141.33,119.64,BBVA Bancomer,IPN,0,38044.79,97.56,Citibanamex,B•smart,1,4953.34,75.72,Inbursa,Clásica,1,6176.99,48
6367,Too early to know,2019-06-29 15:49:06.462053+00,659,2,APPROVED,28,F,6000,RENTADO,2,Empleado,Preparatoria,0,Baja California Sur,,31,12,16000,16165.36,UNION_LIBRE,0,0,CL,,,,3,2,1,0.2308,0.2308,0.3039,0.259,0.3793,0.9349,0.7795,1.1953,0.166667,71.815,1,12,0.494118,1.1065,1,0.8348,BanCoppel,BanCoppel Visa,-1,16165.36,63.5,,,,,,,,,,,,,,,,,,,,
6360,,2019-06-29 04:07:37.923793+00,626,3,REJECTED,29,F,10000,PROPIO,1,Empleado,Licenciatura,2,Tamaulipas,ABANDONED,35,12,28750,31029.76,SOLTERO,0,0,CV,,,,6,3,3,0.362,0.362,0.4234,0.3717,0.5102,1.1525,0.9656,1.4661,0.107143,124.732,1,5,0.738095,0.7958,0.923077,0.8244,Inbursa,Bodega Aurrera,1,31029.76,80,,,,,,,,,,,,,,,,,,,,
6358,,2019-06-29 00:41:03.256168+00,673,3,REJECTED,26,M,12000,FAMILIA,0,Empleado,Preparatoria,2,Jalisco,MONTHLY_DEBT_PAYMENT | SMALL_PREVIUS_PAYMENTS | MANY_OPEN_ACCOUNTS,29,12,27230,27220.59,SOLTERO,0,0,,,,1,10,3,7,0.76,0.76,0.7449,0.707,0.8084,1.4186,1.1799,1.8183,1,87.194,2,18,0.483517,0.3612,1,0.8392,American Express,The Gold Elite,1,27220.59,56.42,,,,,,,,,,,,,,,,,,,,
6354,,2019-06-29 00:06:58.348281+00,641,2,REJECTED,28,F,7000,PROPIO,0,Empleado,Licenciatura,4,Querétaro,MONTHLY_DEBT_PAYMENT | MANY_NEW_ACCOUNTS,33,12,18000,18569.02,SOLTERO,,1,PC|CL,,,,9,7,2,0.7235,0.7235,2.3534,2.3091,2.4276,0.9129,0.763,1.1642,0.166667,104.027,6,16,0.571429,1.1248,1,0.9826,BBVA Bancomer,Afinidad UNAM,-1,18569.02,101.64,,,,,,,,,,,,,,,,,,,,
