id,payment_status,created_at,score,icc,status,age,gender,income,housing_type,economic_dependents,occupancy_type,level_of_studies,tenure,state,reasson,rate,term,total_debt,amount_to_be_lend,marital_status,1_day_>_delinquencies_in_the_last_6_months,30_days_>_delinquencies_in_the_last_12_months,Account_has_an_important_observation_code,Check_if_the_user_has_other_loan_requests_in_ANALYSIS,Check_if_the_user_has_past_approved_loan_request,Check_if_the_user_has_past_rejected_loan_request,Counting_all_loans,Counting_installment_loans_type_I__M__O__X,Counting_revolvent_loans_type_R,DebtWithoutRE&12mAU___AnualIncome,DebtWithoutRE_AnualIncome_Ratio,Debt_To_Income_ratio_(Digitt_12_months),Debt_To_Income_ratio_(Digitt_15_months),Debt_To_Income_ratio_(Digitt_9_months),Digitt_payment_12_months_VS_average_last_payments,Digitt_payment_15_months_VS_average_last_payments,Digitt_payment_9_months_VS_average_last_payments,Employer_matches_to_Buro_employer,Evaluating_how_long_the_user_has_been_in_buro,Get_accounts_opened_recently.,Inquiries_in_the_last_6_months,Loan_request_Address_matches_to_Buros_Address,Percentage_of_revolving_credit_solved_by_digitt_credit._digitt_credit_all_revolving_credit,Personal_info_matches_to_Buros_personal_info,Revolving_LoC_Usage_ratio,bank_0,name_0,match_balance_address_0,loan_amount_0,rate_0,bank_1,name_1,match_balance_address_1,loan_amount_1,rate_1,bank_2,name_2,match_balance_address_2,loan_amount_2,rate_2,bank_3,name_3,match_balance_address_3,loan_amount_3,rate_3,bank_4,name_4,match_balance_address_4,loan_amount_4,rate_4
5107,On-time,2019-05-16 02:17:36.142659+00,673,6,APPROVED,21,F,8500,FAMILIA,1,Empleado,Licenciatura,1,Jalisco,,29,12,15000,15494.69,SOLTERO,0,0,,,,,4,2,2,0.3267,0.3267,0.435,0.4045,0.4859,0.1833,0.1524,0.2349,0.111111,36.448,2,5,0.833333,1.0502,1,0.5232,BanCoppel,BanCoppel Visa,0,15494.69,63.5,,,,,,,,,,,,,,,,,,,,
5092,,2019-05-15 20:21:17.527292+00,661,8,REJECTED,58,F,13500,PROPIO,1,Negocio propio,Licenciatura,10,Veracruz de Ignacio de la Llave,MONTHLY_DEBT_PAYMENT | SMALL_PREVIUS_PAYMENTS | DEFAULTED_CREDIT_CARD | MANY_RECENT_DELINQUENCIES,30,15,42133,49132.84,CASADO,7,4,PC,,,,11,4,7,0.8717,0.8717,1.0096,0.9489,1.1114,2.2469,1.8712,2.8763,0.105263,234.821,0,3,0.594595,0.5561,1,0.5225,Santander,Uni-Santander K,1,49132.84,58.53,,,,,,,,,,,,,,,,,,,,
5083,,2019-05-15 15:29:06.374628+00,708,8,REJECTED,35,M,30000,RENTADO,0,Empleado,Licenciatura,4,Jalisco,LOAN_LARGER_60K | MONTHLY_DEBT_PAYMENT | MANY_OPEN_ACCOUNTS | SUSPICIUS_APPLICANT,24,15,77000,64608.46,SOLTERO,0,0,AD,,,,7,2,5,0.8255,0.8255,1.0514,1.0154,1.1117,0.5265,0.4352,0.6792,0,149.915,0,1,0.337079,0.3037,1,0.5784,Santander,Aeromexico,-1,37555.83,44.1,Invex,Volaris Invex 2.0,-1,27052.63,89,,,,,,,,,,,,,,,
5079,On-time,2019-05-15 14:04:10.859172+00,700,7,APPROVED,23,M,10000,RENTADO,0,Empleado,Licenciatura,0,Morelos,,25,15,10542,10541.17,SOLTERO,0,0,,,,1,2,0,2,0.1207,0.1207,0.1472,0.1296,0.1767,1.526,1.2629,1.9661,0.0666667,49.6793,0,3,0.475,0.7276,1,0.9992,Banamex,Oro,0,10541.17,54.13,,,,,,,,,,,,,,,,,,,,
5072,,2019-05-15 04:52:26.740489+00,677,6,REJECTED,46,M,15000,FAMILIA,1,Negocio propio,Licenciatura,10,México,MANY_OPEN_ACCOUNTS | HIGH_CREDIT_LINE_USAGE | MONTHLY_DEBT_PAYMENT | SMALL_PREVIUS_PAYMENTS,28,9,7354,17919.16,UNION_LIBRE,0,0,PC,,,,8,1,7,0.4543,0.4543,0.6068,0.5868,0.6402,0.9827,0.8163,1.2611,0.956522,270.29,0,1,0.849557,0.222,1,0.9564,Inbursa,Walmart,1,10564.37,80,Inbursa,Clásica,1,7354.79,48,,,,,,,,,,,,,,,
5070,,2019-05-15 02:52:35.040624+00,682,5,REJECTED,26,M,15000,FAMILIA,0,Negocio propio,Licenciatura,3,Jalisco,MONTHLY_DEBT_PAYMENT | MANY_OPEN_ACCOUNTS,27,12,40000,38777.61,SOLTERO,0,0,,,,,10,7,3,0.895,0.7581,1.0648,1.0216,1.1371,0.1348,0.1118,0.1732,0.0588235,62.897,1,13,0.721649,0.4608,1,0.7165,Banamex,Clásica,-1,38777.61,53.54,,,,,,,,,,,,,,,,,,,,
5068,,2019-05-14 23:26:01.885634+00,677,6,REJECTED,46,M,15000,FAMILIA,1,Negocio propio,Licenciatura,10,México,OTHER,28,12,10564,,UNION_LIBRE,0,0,PC,,,,8,1,7,,,,,,,,,0.956522,270.283,0,1,0.849557,,1,,Inbursa,Walmart,0,0,119.64,,,,,,,,,,,,,,,,,,,,
5062,On-time,2019-05-14 17:40:47.69333+00,686,7,APPROVED,32,M,30000,RENTADO,0,Empleado,Posgrado,7,Nuevo León,,27,12,50000,46921.14,SOLTERO,0,0,,,,,6,4,2,0.5302,0.7301,0.5613,0.5352,0.6051,0.7675,0.6367,0.9862,0.592593,163.307,0,1,0.835821,0.4133,0.869565,0.9787,Banorte,Clásica,0,46921.14,61.5,,,,,,,,,,,,,,,,,,,,
5061,On-time,2019-05-14 17:31:17.775543+00,681,7,APPROVED,33,M,18000,RENTADO,1,Empleado,Posgrado,0,Jalisco,,27,12,19437,19507.22,CASADO,,0,CL|CL,,,,5,1,4,0.3155,0.3155,0.3939,0.3758,0.4243,0.2239,0.1858,0.2877,0,106.484,0,9,0.442308,0.2863,1,0.3214,HSBC,Oro,-1,19507.22,63.36,,,,,,,,,,,,,,,,,,,,
5048,,2019-05-13 10:56:31.370651+00,701,6,REJECTED,22,M,4600,RENTADO,0,Empleado,Licenciatura,0,Jalisco,MONTHLY_DEBT_PAYMENT | MANY_OPEN_ACCOUNTS,25,12,6900,6874.16,SOLTERO,0,0,,,1,1,8,2,6,0.6916,0.6916,0.7891,0.7641,0.8309,0.1984,0.1642,0.2556,0,41.4749,1,4,0.883721,0.2241,1,0.569,Santander,Uni-Santander K,0,6874.16,58.49,,,,,,,,,,,,,,,,,,,,
5043,On-time,2019-05-12 23:44:20.391693+00,704,6,APPROVED,28,M,17000,FAMILIA,0,Empleado,Licenciatura,1,Jalisco,,24,15,15415,15415.55,SOLTERO,0,0,,,,1,6,0,6,0.1072,0.1072,0.1359,0.1207,0.1612,0.4759,0.3933,0.6139,0.280702,36.2833,4,5,0.721649,0.7047,0.942857,0.2905,Santander,Free,1,9575.42,58.51,Santander,FlexCard,1,5840.13,58.51,,,,,,,,,,,,,,,
5042,On-time,2019-05-12 20:46:50.802508+00,626,5,APPROVED,22,M,6200,PROPIO,1,Empleado,Preparatoria,1,México,,35,9,16700,14595.11,SOLTERO,0,,,,,1,3,2,1,0.3466,0.3466,0.2771,0.2379,0.3429,0.8876,0.7436,1.1291,0.166667,40.0212,0,5,0.813187,0.9135,1,0.9568,BanCoppel,BanCoppel Visa,1,14595.11,63.5,,,,,,,,,,,,,,,,,,,,
5033,On-time,2019-05-10 20:45:25.090934+00,640,8,APPROVED,35,M,28622,RENTADO,1,Empleado,Licenciatura,7,Nuevo León,,33,15,100000,60000,CASADO,0,5,,,,,5,677,3,0.3053,0.3053,0.3898,0.3549,0.4485,0.2164,0.1809,0.276,1,154.15,0,1,0.790123,0.5723,0.931034,0.6218,BBVA Bancomer,Oro,-1,60000,90.24,,,,,,,,,,,,,,,,,,,,
5032,On-time,2019-05-10 20:36:28.578052+00,682,5,APPROVED,34,M,10000,RENTADO,2,Negocio propio,Licenciatura,8,Jalisco,,27,15,45000,45029.8,CASADO,0,0,,,,,3,1,2,0.5251,0.5251,0.5487,0.4734,0.6747,1.443,1.1972,1.8543,0.0689655,130.085,0,3,0.730769,1.0438,1,0.9917,HSBC,Básica,1,14491.24,63.12,Banamex,Clásica,0,30538.56,72.72,,,,,,,,,,,,,,,
5031,,2019-05-10 18:25:15.891644+00,658,5,REJECTED,26,M,68000,FAMILIA,0,Empleado,Licenciatura,1,Ciudad de México,LOAN_LARGER_60K,31,9,368403,60000,SOLTERO,0,0,CL|CL,,,,3,1,2,0.7372,0.6275,0.8444,0.8297,0.8691,0.1083,0.0903,0.1385,0.727273,91.352,0,4,0.648649,0.1241,1,1.2519,American Express,The Platinum Card,0,60000,61.42,,,,,,,,,,,,,,,,,,,,
5030,,2019-05-10 16:17:44.26942+00,700,8,REJECTED,30,M,20000,FAMILIA,0,Negocio propio,Licenciatura,3,Jalisco,ABANDONED,25,12,53010,53010.91,SOLTERO,0,0,,,,,6,1,5,0.4157,0.5161,0.4585,0.4142,0.5326,0.4309,0.3566,0.5552,0.780488,99.0797,0,3,0.576923,0.9062,1,0.6802,BBVA Bancomer,Platinum,1,53010.91,37.73,,,,,,,,,,,,,,,,,,,,
5029,On-time,2019-05-10 15:09:08.184839+00,682,7,APPROVED,49,M,14000,PROPIO,0,Empleado,Licenciatura,10,Jalisco,,27,12,9963,9963.81,SOLTERO,1,0,,,1,,11,6,5,0.4851,0.4851,0.6633,0.6514,0.6832,1.2782,1.0605,1.6425,0.9,261.143,2,7,0.82243,0.3961,0.958904,0.2405,Banamex,Oro,-1,9963.81,54.15,,,,,,,,,,,,,,,,,,,,
5013,,2019-05-09 21:12:49.468201+00,683,3,REJECTED,37,M,20000,PROPIO,0,Empleado,Posgrado,2,Ciudad de México,MONTHLY_DEBT_PAYMENT | MANY_OPEN_ACCOUNTS | HIGH_CREDIT_LINE_USAGE,27,12,18600,18645.41,SOLTERO,0,0,LC,,,,11,5,6,1.4957,1.4596,1.6855,1.6699,1.7116,0.1007,0.0835,0.1293,0,144.956,0,6,0.6375,0.0809,1,0.7594,American Express,The Platinum Card,1,18645.41,72,,,,,,,,,,,,,,,,,,,,
5012,On-time,2019-05-09 21:12:42.624772+00,696,7,APPROVED,49,F,15000,PROPIO,1,Empleado,Licenciatura,0,Ciudad de México,,25,12,15000,12679.8,DIVORCIADO,0,0,,,,,6,3,3,0.3269,0.3269,0.4088,0.3946,0.4324,0.4346,0.3597,0.5599,0.340426,56.3892,2,7,0.527473,0.6026,1,0.3613,Scotiabank,Travel Oro,1,12679.8,55.5,,,,,,,,,,,,,,,,,,,,
5009,On-time,2019-05-09 15:00:13.136599+00,625,7,APPROVED,21,M,8000,FAMILIA,0,Empleado,Licenciatura,1,Ciudad de México,,35,12,6600,6915.8,SOLTERO,1,1,,,,1,2,389,1,0.0627,0.0627,0.1375,0.1231,0.1616,2.1323,1.7865,2.7125,0,31.3472,0,1,0.329412,1.2293,1,2.813,Santander,Zero,-1,6915.8,56.49,,,,,,,,,,,,,,,,,,,,
4992,On-time,2019-05-08 17:37:15.673841+00,694,2,APPROVED,53,M,50000,RENTADO,2,Negocio propio,Preparatoria,10,Quintana Roo,,26,12,21000,20750.85,CASADO,0,0,,,1,,13,6,7,0.2073,0.2073,0.2124,0.2055,0.224,0.0992,0.0822,0.1277,0.275862,281.718,3,18,0.59854,0.3624,1,0.5772,Santander,Aeromexico,0,20750.85,58.49,,,,,,,,,,,,,,,,,,,,
4984,On-time,2019-05-08 02:51:45.345691+00,657,5,APPROVED,31,F,15000,FAMILIA,0,Empleado,Licenciatura,1,México,,31,12,44288,46811.52,SOLTERO,0,0,,,,,5,2,3,0.3341,0.3341,0.4287,0.3766,0.5159,1.3071,1.0898,1.6711,0.0714286,142.43,2,3,0.654867,1.0191,1,0.8667,BBVA Bancomer,Oro,1,33312.98,90.24,Banamex,Oro,-1,13498.54,54.15,,,,,,,,,,,,,,,
4975,On-time,2019-05-07 20:30:37.828245+00,666,6,APPROVED,30,F,9000,PROPIO,0,Empleado,Licenciatura,2,Colima,,30,15,33500,31561.9,SOLTERO,0,0,,,,,2,1,1,0.7836,0.7836,0.511,0.4525,0.6091,0.4331,0.3607,0.5544,0.0930233,89.6882,1,2,0.818182,0.9751,1,0.9838,Santander,Fiesta Rewards Oro,1,31561.9,58.51,,,,,,,,,,,,,,,,,,,,
4972,,2019-05-07 19:02:58.014528+00,689,7,REJECTED,50,M,20000,PROPIO,0,Negocio propio,Preparatoria,7,Baja California,MANY_OPEN_ACCOUNTS | MONTHLY_DEBT_PAYMENT | HIGH_CREDIT_LINE_USAGE,26,12,50000,47136.58,SEPARADO,0,0,,,,,5,2,3,0.9931,0.9931,0.9246,0.8852,0.9905,1.0932,0.9059,1.4066,0.129032,39.7528,0,1,0.474227,0.3294,0.679245,1.0273,BBVA Bancomer,Oro,1,47136.58,65.61,,,,,,,,,,,,,,,,,,,,
4965,On-time,2019-05-07 17:17:56.518419+00,705,6,APPROVED,33,M,24000,FAMILIA,0,Empleado,Posgrado,4,Guanajuato,,24,12,16000,16197.31,CASADO,0,0,CL|CL,,,,11,5,6,0.8015,0.8962,0.6598,0.6485,0.6786,0.5502,0.4547,0.7097,0.571429,139.984,18,28,0.776471,0.2819,0.925926,0.5206,HSBC,Oro,-1,16197.31,63.36,,,,,,,,,,,,,,,,,,,,
4964,,2019-05-07 16:36:37.832499+00,675,7,APPROVED,55,M,13000,PROPIO,2,Empleado,Licenciatura,2,Jalisco,,28,15,9000,9012.32,CASADO,9,18,PC|PR|PC,,,,7,4,3,0.3009,0.3009,0.6514,0.6399,0.6708,1.4208,1.1803,1.8234,0.894737,204.649,1,2,0.494624,0.5498,1,0.5089,Banorte,Básica,-1,9012.32,57.5,,,,,,,,,,,,,,,,,,,,
4963,On-time,2019-05-07 15:58:00.347511+00,658,6,APPROVED,26,M,170000,RENTADO,5,Negocio propio,Licenciatura,4,Jalisco,,31,12,40555,34603.34,SOLTERO,1,0,,,1,,7,4,3,0.034,0.034,0.06,0.0566,0.0657,0.6952,0.5796,0.8888,0.823529,91.8152,0,2,0.791209,0.5888,1,0.8691,BBVA Bancomer,Oro,0,34603.34,65.61,,,,,,,,,,,,,,,,,,,,
4962,On-time,2019-05-07 15:11:49.112221+00,678,4,APPROVED,30,M,28928,RENTADO,0,Empleado,Posgrado,2,Jalisco,,28,15,33944,38642.17,SOLTERO,,3,CL,,1,1,9,5,4,0.3613,0.5288,0.5519,0.5295,0.5892,0.8014,0.6657,1.0285,1,138.981,0,4,0.54386,0.6682,1,0.992,Banorte,Clásica,0,16641.22,61.5,Invex,Volaris Invex 0,0,17496.05,63,Banamex,Clásica,0,4504.9,55.15,,,,,,,,,,
4951,,2019-05-07 01:59:07.712069+00,697,6,REJECTED,62,F,30000,RENTADO,0,Negocio propio,Preparatoria,1,Jalisco,ABANDONED,25,12,186139,59920.02,SOLTERO,0,0,AD,,,,17,10,7,3.3613,3.3613,1.5396,1.5062,1.5954,,,,0.190476,278.262,3,15,0.685714,0.2047,1,0.855,Inbursa,Sam's Club,0,0,92.4,Invex,Volaris Invex Platinum,0,0,39.36,Santander,Aeromexico,1,59920.02,60,,,,,,,,,,
4950,On-time,2019-05-07 01:54:29.029714+00,697,9,APPROVED,58,M,9000,RENTADO,1,Empleado,Licenciatura,7,Jalisco,,25,15,13500,13253.46,DIVORCIADO,4,5,CD,,,,3,2,1,0.7674,0.7674,0.5728,0.5482,0.614,0.875,0.7241,1.1272,0.129032,278.662,0,1,0.383333,1.0348,1,0.064,Banamex,B•smart,0,13253.46,55.17,,,,,,,,,,,,,,,,,,,,
4949,On-time,2019-05-07 01:02:46.759539+00,708,8,APPROVED,31,F,25000,FAMILIA,0,Empleado,Licenciatura,0,Jalisco,,24,9,23000,22777.39,SOLTERO,0,0,,,,,1,0,1,0.0771,0.0771,0.0879,0.0726,0.1133,1.2236,1.0114,1.5785,0.125,99.1237,0,1,0.730435,0.985,1,0.7708,Banamex,Clásica,0,22777.39,55.15,,,,,,,,,,,,,,,,,,,,
4948,On-time,2019-05-07 00:07:08.759569+00,680,7,APPROVED,29,M,35000,PROPIO,0,Empleado,Licenciatura,3,Sonora,,28,15,35000,36169.79,CASADO,1,0,LG,,,,13,6,7,1.4909,2.035,0.8586,0.8413,0.8875,1.0289,0.8547,1.3205,0.333333,83.9599,0,10,0.518519,0.2767,1,0.3731,Inbursa,Oro,-1,36169.79,38,,,,,,,,,,,,,,,,,,,,
4945,,2019-05-06 21:58:54.948596+00,650,3,REJECTED,36,M,8000,PROPIO,1,Empleado,Licenciatura,4,México,MONTHLY_DEBT_PAYMENT | SMALL_PREVIUS_PAYMENTS | BAD_CREDIT_HISTORY | MANY_RECENT_DELINQUENCIES,32,15,24000,21361.88,UNION_LIBRE,4,13,,,,1,4,2,2,0.672,0.672,0.8409,0.7963,0.9156,2.3589,1.9692,3.012,0,159.99,4,22,0.766355,1.0393,0.923077,0.6704,Santander,Light,0,21361.88,49.44,,,,,,,,,,,,,,,,,,,,
4942,On-time,2019-05-06 20:38:54.285846+00,697,8,APPROVED,33,M,12000,PROPIO,3,Empleado,Licenciatura,0,Baja California Sur,,25,12,17664,13145.23,CASADO,0,0,,,,,6,2,4,1.1959,1.1959,0.65,0.6317,0.6807,1.1751,0.9725,1.514,0.0384615,117.755,0,1,0.484211,0.7007,1,0.3256,BBVA Bancomer,Vive,0,13145.23,61.47,,,,,,,,,,,,,,,,,,,,
4941,On-time,2019-05-06 20:34:38.599492+00,628,6,APPROVED,30,M,20000,PROPIO,0,Empleado,Licenciatura,2,Nuevo León,,35,12,7000,6533.49,CASADO,4,1,,,1,,7,3,4,0.1562,0.1562,0.191,0.1856,0.2002,0.6104,0.5114,0.7765,0.0833333,114.888,1,4,0.510638,0.2981,1,0.5078,Afirme,Clásica,0,6533.49,53.5,,,,,,,,,,,,,,,,,,,,
4938,On-time,2019-05-06 18:42:11.811277+00,661,7,APPROVED,28,M,30000,FAMILIA,0,Negocio propio,Licenciatura,1,Aguascalientes,,30,12,29633,29633.71,SOLTERO,0,,,,,,6,5,1,0.0845,0.0845,0.0986,0.0821,0.1263,0.1697,0.1413,0.2173,0,100.752,0,4,0.613861,0.9739,1,0.9815,Banorte,Oro,1,29633.71,57.5,,,,,,,,,,,,,,,,,,,,
4912,On-time,2019-05-04 22:48:52.486723+00,641,3,APPROVED,33,M,29000,RENTADO,2,Empleado,Posgrado,1,Nayarit,,33,15,41220,41219.17,CASADO,1,0,,,,,7,4,3,0.25,0.6273,0.3272,0.3035,0.367,0.7773,0.6496,0.9912,0.375,80.6581,1,4,0.933333,1.0347,1,0.9288,BBVA Bancomer,Oro,1,41219.17,90.24,,,,,,,,,,,,,,,,,,,,
4907,,2019-05-04 17:45:10.45611+00,675,3,REJECTED,33,M,20000,RENTADO,2,Empleado,Licenciatura,5,Jalisco,LOAN_LARGER_60K | MONTHLY_DEBT_PAYMENT,28,15,85915,64133.44,UNION_LIBRE,0,0,,,,,14,8,6,0.6326,0.6326,0.7292,0.6756,0.8189,2.6181,2.1748,3.36,0.0869565,161.884,2,4,0.680412,0.5864,1,0.7978,Banamex,Oro,-1,28769.21,54.14,Scotiabank,Travel Clásica,-1,35364.23,58.5,,,,,,,,,,,,,,,
4906,On-time,2019-05-04 04:17:57.235221+00,674,6,APPROVED,40,F,7800,PROPIO,2,Empleado,Preparatoria,6,Jalisco,,28,12,12488,12890.26,CASADO,4,9,CL,,,,4,2,2,0.2343,0.2343,0.4386,0.411,0.4849,1.0844,0.9008,1.3917,0.125,171.232,0,4,0.732143,0.6774,1,0.8689,BBVA Bancomer,Azul,1,12890.26,70.78,,,,,,,,,,,,,,,,,,,,
4901,,2019-05-04 02:50:52.184088+00,657,1,REJECTED,50,F,30000,PROPIO,2,Empleado,Licenciatura,10,Hidalgo,MONTHLY_DEBT_PAYMENT | DEFAULTED_CREDIT_CARD,31,12,46000,46161.94,CASADO,4,0,CL|CL|CL|CL,,,,29,23,6,1.4447,1.4447,3.6368,3.6111,3.6798,1.008,0.8404,1.2887,0.971429,184.597,27,22,0.659574,0.2561,1,0.9847,Inbursa,Clásica,1,46161.94,48,,,,,,,,,,,,,,,,,,,,
4895,,2019-05-04 02:03:56.048457+00,644,5,REJECTED,31,M,10000,FAMILIA,1,Negocio propio,Licenciatura,3,Veracruz de Ignacio de la Llave,SMALL_PREVIUS_PAYMENTS | MANY_RECENT_DELINQUENCIES | DEFAULTED_CREDIT_CARD,33,15,37000,38657.6,CASADO,1,0,PC|LC,,,,2,0,2,0.28,0.28,0.3928,0.3283,0.5009,,,,0,129.163,4,17,0.607843,1.1505,1,1.4609,Santander,Aeromexico,1,38657.6,63.96,,,,,,,,,,,,,,,,,,,,
4878,,2019-05-03 12:38:42.115523+00,658,7,REJECTED,56,F,25000,PROPIO,0,Negocio propio,Posgrado,4,Jalisco,MONTHLY_DEBT_PAYMENT | LOAN_LARGER_60K,31,12,60000,60000,CASADO,1,0,,,,,4,3,1,0.6345,0.8371,0.7728,0.7327,0.8399,0.7034,0.5865,0.8993,0,266.244,0,4,0.680412,0.4532,0.846154,0.9194,Banamex,Platinum,0,60000,49.59,,,,,,,,,,,,,,,,,,,,
4865,,2019-05-03 03:15:54.391939+00,628,3,REJECTED,42,M,20000,RENTADO,2,Empleado,Licenciatura,7,Baja California,MONTHLY_DEBT_PAYMENT | SMALL_PREVIUS_PAYMENTS | BAD_CREDIT_HISTORY | MANY_OPEN_ACCOUNTS,35,12,30000,31946.5,CASADO,4,6,,,,,7,5,2,0.3364,0.3364,1.4854,1.4588,1.5301,0.7799,0.6534,0.9921,0.8,203.531,10,14,0.504065,0.8105,1,0.75,BanCoppel,BanCoppel Visa,-1,31946.5,63.5,,,,,,,,,,,,,,,,,,,,
4862,On-time,2019-05-02 23:59:41.010224+00,722,8,APPROVED,30,M,23000,FAMILIA,0,Empleado,Licenciatura,1,Nuevo León,,22,15,35000,34534.99,SOLTERO,0,0,,,,,5,3,2,0.5691,0.5691,0.6601,0.6349,0.7021,0.1967,0.1621,0.2544,0,81.1597,1,6,0.612245,0.2547,0.829268,1.5583,Santander,Aeromexico,1,34534.99,58.51,,,,,,,,,,,,,,,,,,,,
4844,,2019-05-02 14:52:06.584749+00,671,3,REJECTED,28,M,11000,FAMILIA,0,Empleado,Licenciatura,1,Michoacán de Ocampo,MONTHLY_DEBT_PAYMENT | SMALL_PREVIUS_PAYMENTS | MANY_OPEN_ACCOUNTS,29,12,36996,37250.2,SOLTERO,0,0,,,,,13,9,4,1.2712,2.1147,1.3762,1.3196,1.4709,1.227,1.0205,1.5727,0.0952381,97.3137,5,7,0.637168,0.9895,1,0.7762,BBVA Bancomer,IPN,1,9500,68.51,American Express,The Platinum,1,27750.2,51.46,,,,,,,,,,,,,,,
4839,,2019-05-01 00:31:13.904818+00,628,5,REJECTED,31,F,20000,PROPIO,0,Negocio propio,Posgrado,3,Baja California,MONTHLY_DEBT_PAYMENT | HIGH_CREDIT_LINE_USAGE,35,12,24341,18815.88,SOLTERO,6,0,,,,1,10,4,6,0.2642,0.2642,0.6562,0.6406,0.6825,1.4851,1.2443,1.8893,0,98.8936,0,3,0.795699,0.4308,1,0.8,Santander,Fiesta Rewards Clásica,1,18815.88,58.51,,,,,,,,,,,,,,,,,,,,
4837,On-time,2019-04-30 19:45:40.565069+00,679,8,APPROVED,40,M,31000,RENTADO,0,Empleado,Posgrado,10,Jalisco,,28,12,30120,42837.49,CASADO,0,0,CL,,1,,7,1,6,1.007,1.007,1.3317,1.3086,1.3703,0.6411,0.5325,0.8227,0.913043,197.021,2,7,0.409639,0.1293,0.942857,0.5791,Banorte / IXE,IXE Platinum,0,31671.44,31.5,Banorte,Clásica,0,11166.05,61.5,,,,,,,,,,,,,,,
4833,On-time,2019-04-30 12:56:52.571907+00,653,6,APPROVED,35,F,16000,RENTADO,0,Empleado,Licenciatura,5,Querétaro,,31,12,36573,38856.83,SOLTERO,,0,,,,,7,4,3,0.5446,0.5446,0.4394,0.3988,0.5073,1.8566,1.548,2.3737,0.4,61.6444,2,3,0.613333,0.773,1,0.8463,BBVA Bancomer,Oro,-1,38856.83,63.51,,,,,,,,,,,,,,,,,,,,
4825,,2019-04-29 21:06:50.925053+00,652,6,REJECTED,36,M,14000,PROPIO,1,Empleado,Licenciatura,4,México,SMALL_PREVIUS_PAYMENTS | LOAN_LARGER_60K | MONTHLY_DEBT_PAYMENT | HIGH_CREDIT_LINE_USAGE,32,15,90000,91699.36,SOLTERO,,0,,,,,6,4,2,0.8404,0.8404,1.3691,1.2598,1.5523,1.5103,1.2608,1.9285,0.1875,128.856,0,3,0.422018,0.942,1,0.8699,BBVA Bancomer,Oro,-1,49579.21,65.61,BBVA Bancomer,Oro,-1,42120.15,65.61,,,,,,,,,,,,,,,
4819,On-time,2019-04-29 11:46:54.830902+00,699,9,APPROVED,32,M,15000,FAMILIA,2,Negocio propio,Licenciatura,1,Jalisco,,25,12,26086,30993.88,SOLTERO,0,0,,,,,3,1,2,0.8879,0.8879,0.3423,0.3077,0.4001,0.2754,0.2279,0.3548,0.315789,114.043,1,1,0.671642,2.3082,1,0.3779,Citibanamex,B•smart,1,30993.88,55.15,,,,,,,,,,,,,,,,,,,,
4816,,2019-04-29 05:27:10.414207+00,649,3,APPROVED,32,M,18000,RENTADO,0,Negocio propio,Licenciatura,3,Querétaro,,32,12,15000,14763.6,SOLTERO,,3,CL,,,,6,1,5,0.3843,0.2531,0.4346,0.4209,0.4576,0.886,0.7396,1.1313,0.111111,123.9,0,6,0.361111,0.3162,1,0.7846,BanBajio,Clásica,-1,14763.6,55,,,,,,,,,,,,,,,,,,,,
4813,,2019-04-28 20:35:21.663487+00,688,3,REJECTED,23,M,15000,PROPIO,0,Negocio propio,Licenciatura,3,Michoacán de Ocampo,,26,12,23388,23388.62,SOLTERO,0,0,,,,,19,4,15,0.9486,0.9486,1.1327,1.1066,1.1763,0.5614,0.4652,0.7223,0.133333,51.6217,5,10,0.563636,0.1466,1,0.6761,BanCoppel,BanCoppel Visa,-1,23388.62,63.5,,,,,,,,,,,,,,,,,,,,
4809,,2019-04-28 16:26:57.966411+00,705,8,REJECTED,50,M,16000,PROPIO,3,Empleado,Preparatoria,10,Ciudad de México,MONTHLY_DEBT_PAYMENT | LOAN_LARGER_60K,24,12,40000,30037.85,SEPARADO,0,0,FN,,,,9,1,8,0.8197,2.2099,1.2774,1.246,1.3299,0.3649,0.3016,0.4707,0,257.949,0,3,0.528571,0.2158,1,0.2587,Santander,Aeromexico,-1,30037.85,58.59,,,,,,,,,,,,,,,,,,,,
4802,On-time,2019-04-28 04:30:03.964465+00,659,8,APPROVED,29,M,12000,RENTADO,1,Empleado,Licenciatura,2,Baja California,,31,15,28000,29419.52,SOLTERO,0,0,,,,,2,0,1,0.1942,0.1942,0.2462,0.2053,0.3148,1.0935,0.9117,1.398,0.615385,89.6326,0,1,0.590909,1.0519,1,0.9323,Citibanamex,Clásica,0,29419.52,55.17,,,,,,,,,,,,,,,,,,,,
4796,,2019-04-27 21:40:26.365961+00,691,7,REJECTED,27,M,10000,PROPIO,0,Negocio propio,Licenciatura,1,Puebla,,26,9,25000,31829.25,SOLTERO,0,0,,,,,6,4,2,0.8167,0.8167,1.0171,0.9638,1.1061,0.2436,0.2019,0.3134,0.111111,94.6894,1,5,0.763359,0.3248,1,1.4204,American Express,The Gold Elite,1,31829.25,80.04,,,,,,,,,,,,,,,,,,,,
4792,,2019-04-26 23:27:51.071196+00,674,4,REJECTED,46,M,20000,PROPIO,2,Negocio propio,Licenciatura,9,Michoacán de Ocampo,,28,12,120000,89301.9,CASADO,1,1,CD,,,,9,6,3,1.4797,1.4797,1.4763,1.4017,1.6012,0.3732,0.31,0.479,0.608696,206.492,1,6,0.566372,0.357,1,0.9836,BBVA Bancomer,Oro,1,89301.9,93,,,,,,,,,,,,,,,,,,,,
